,Address,Walk_Score,Transit_Score,Bike_Score
2531,"412 Giannotta Way, San Jose, CA 95133",71,46,64
2532,"4805 86th St APT 29, Urbandale, IA 50322",56,0,0
2533,"1864 Sunset Blvd, San Diego, CA 92103",66,44,59
2534,"1296 S Fillmore St, Denver, CO 80210",49,43,77
2535,"66-10 Thornton Pl #1B, Rego Park, NY 11374",91,92,51
2536,"94 Longfellow Dr, Carmel, NY 10512",14,0,0
2537,"220 Seeman Dr, Encinitas, CA 92024",50,28,31
2538,"1206 Lemon Pl, Escondido, CA 92027",11,14,33
2539,"308 N Vine St, Creston, IA 50801",52,0,48
2540,"8609 Lake Murray Blvd UNIT 9, San Diego, CA 92119",71,31,63
2541,"3500 Trenton Ave LOT 0, San Diego, CA 92117",33,58,26
2542,"4918 Chappel Hill Dr, Missouri City, TX 77459",15,0,33
2543,"175 Alexander Ave, San Jose, CA 95116",41,54,53
2544,"3235 Dundonald Ct, San Jose, CA 95121",58,33,71
2545,"816 17th St, West Des Moines, IA 50265",28,0,39
2546,"6118 Elmbridge Dr, San Jose, CA 95129",71,38,77
2547,"7020 E Girard Ave APT 108, Denver, CO 80224",75,46,78
2548,"2014 Cambridge Heights Pl, Houston, TX 77045",17,54,35
2549,"2834 Stonecrest Way, San Jose, CA 95133",47,42,71
2550,"636 Hermitage Ln #636, San Jose, CA 95134",0,0,0
2551,"955 Cornish Dr, San Diego, CA 92107",54,19,25
2552,"Independence Plan, Central Park : The Generations Collection",0,100,0
2553,"4553 SW Willow St, Seattle, WA 98136",78,46,71
2554,"151-31 88th St #6H, Howard Beach, NY 11414",0,74,0
2555,"88 E San Fernando St UNIT 709, San Jose, CA 95113",98,70,92
2556,"1813 Jenny Ln, Eldora, IA 50627",21,0,25
2557,"9036 Blackstone Dr, Providence Village, TX 76227",4,0,0
2558,"2150 Almaden Rd SPACE 53, San Jose, CA 95125",33,43,76
2559,"234 McDonald Ln E, Cedar Creek, TX 78612",0,0,25
2560,"6631 N Atlantic St, Spokane, WA 99208",76,41,57
2561,"130 W 86th St APT 14A, New York, NY 10024",0,100,0
2562,"1381 Palm Ave SPACE 39, San Diego, CA 92154",73,37,65
2563,"2740 Meade St, Denver, CO 80211",69,39,79
2564,"6332 N Division St, Davenport, IA 52806",26,0,0
2565,"84-50 169th St #319, Jamaica, NY 11432",0,100,0
2566,"3994 Claitor Way, San Jose, CA 95132",0,9,0
2567,"2485 360th St, Harcourt, IA 50544",0,0,25
2568,"187 S Cove Dr, Storm Lake, IA 50588",3,0,26
2569,"4350 W Bellewood Dr, Denver, CO 80123",22,22,28
2570,"512 Micah Ln, Ferris, TX 75125",5,0,19
2571,"19044 SE 161st St, Renton, WA 98058",0,13,0
2572,"612 S Sycamore St, Monticello, IA 52310",62,0,45
2573,"Neuville Plan, Southbridge Farms",0,0,0
2574,"212 Hog Creek Rd, East Hampton, NY 11937",15,0,40
2575,"2227 Summereve Ct, San Jose, CA 95122",21,40,42
2576,"3000 S Ash St, Denver, CO 80222",77,50,79
2577,"Jesmond Dene Road 45 #43-44-46, Escondido, CA 92026",0,0,2
2578,"5014 Ducos Pl, San Diego, CA 92124",64,18,55
2579,"6 Trailside Dr #AA-9, Hunter, NY 12442",0,0,0
2580,"6421 Strada Fragante, Rancho Santa Fe, CA 92091",1,0,0
2581,"9526 Fairland Dr, Houston, TX 77051",40,36,37
2582,"9485 W Bellwood Pl, Denver, CO 80123",50,31,68
2583,"7716 Backer Rd, San Diego, CA 92126",10,9,39
2584,"5720 Summerland Dr, Waterloo, IA 50701",6,19,20
2585,"3824 Overlook Ct, The Colony, TX 75056",16,0,27
2586,"2104 Jeremy Pl, Escondido, CA 92027",18,26,0
2587,"Available Soon Plan, Gateway Village",0,0,0
2588,"1302 Kipling Ct, San Jose, CA 95118",52,30,60
2589,"3060 110th St, Lenox, IA 50851",0,0,25
2590,"7309 Turnford Dr, San Diego, CA 92119",21,16,20
2591,"3928 Maritime Dr SW, Bremerton, WA 98312",0,10,0
2592,"912 Cherrywood Ct, San Jose, CA 95129",49,38,52
2593,"7294 County Road 314 S, Henderson, TX 75667",0,0,15
2594,"7217 Aquamarine Rd, San Diego, CA 92114",33,41,12
2595,"Reynard Way #13, San Diego, CA 92103",55,54,31
2596,"645 N 19th St, San Jose, CA 95112",55,47,81
2597,"4889 Batavia Bethany Townl Rd, Batavia, NY 14020",0,0,15
2598,"3847 Sark Way, San Jose, CA 95111",38,41,69
2599,"16 Morrison Ave, Rochester, NY 14623",19,11,42
2600,"1 Central Park S #1101, New York, NY 10019",0,100,0
2601,"6830 Simi Pl, San Diego, CA 92139",41,35,27
2602,"6650 E Arizona Ave APT 142, Denver, CO 80224",20,38,65
2603,"2150 Monterey Rd #92, San Jose, CA 95138",64,43,79
2604,"320 12th Street Ct, Goldendale, WA 98620",30,0,42
2605,"907 Ella Ave, Tiffin, IA 52340",5,0,15
2606,"LOT 4 McKensy Pl, Mohawk, NY 13407",0,0,1
2607,"4665 Milwaukee St, Denver, CO 80216",64,47,67
2608,"148 Trellis Ln, Escondido, CA 92026",38,26,32
2609,"18718 75th Ave NW, Stanwood, WA 98292",0,0,0
2610,"155 Maxwell Ave, Geneva, NY 14456",68,0,47
2611,"8309 Victoria Ln, Lantana, TX 76226",2,0,22
2612,"201 E 28th St APT 18B, New York, NY 10016",99,100,80
2613,"11484 Alps Way, Escondido, CA 92026",0,0,0
2614,"2544 Navarra Dr UNIT 18, Carlsbad, CA 92009",9,13,5
2615,"2471-73 Jefferson St, San Diego, CA 92110",77,61,63
2616,"2225 E Buchtel Blvd #209, Denver, CO 80210",61,56,73
2617,"9195 E Lehigh Ave APT 184, Denver, CO 80237",53,50,70
2618,"716 4th Ave SW, Puyallup, WA 98371",69,0,47
2619,"(undisclosed Address), Massapequa, NY 11758",67,43,51
2620,"601 Pelham Pkwy N APT 416, Bronx, NY 10467",0,95,0
2621,"15 Chippewa Rd, Putnam Valley, NY 10579",0,0,0
2622,"261 SE 2nd St, Ogden, IA 50212",35,0,43
2623,"1617 5th Ave E, Spencer, IA 51301",39,0,46
2624,"5185 Turkington Rd, Acme, WA 98220",23,0,28
2625,"2008 W Riverside Ave, Spokane, WA 99201",35,53,55
2626,"23 Circle Rd, Longview, TX 75602",9,0,0
2627,"80 N Washington St, Denver, CO 80203",83,52,96
2628,"300 N 130th St UNIT 5106, Seattle, WA 98133",72,50,81
2629,"6055 33rd Ave S, Seattle, WA 98118",80,56,65
2630,"3487 Ramstad Dr, San Jose, CA 95127",12,28,12
2631,"4889 Ocean View Blvd, San Diego, CA 92113",61,52,47
2632,"65 Monell Pl, Beacon, NY 12508",16,0,35
2633,"1022 Hickory Hill Ct #U-A-8, Clinton, IA 52732",43,22,15
2634,"227 Louvaine Dr, Buffalo, NY 14223",40,33,0
2635,"4109 Lafayette Rd, Evansdale, IA 50707",37,0,46
2636,"13231 SE 256th St APT K2, Kent, WA 98042",15,31,25
2637,"4411 42nd Ave SW, Seattle, WA 98116",96,52,57
2638,"22441 15th Ave S, Des Moines, WA 98198",42,0,26
2639,"3712 S Pilgrim St, Seattle, WA 98118",16,54,11
2640,"1271 Plum St, San Jose, CA 95110",83,55,84
2641,"8514 NE 161st Ave, Vancouver, WA 98682",24,27,59
2642,"1904 Canal Dr, Bay City, TX 77414",0,0,25
2643,"10312 Rhett Butler Dr, Austin, TX 78739",28,10,47
2644,"4636 Biona Dr, San Diego, CA 92116",88,50,58
2645,"21108 Huckabee Bnd, Pflugerville, TX 78660",15,0,25
2646,"1030 W 5th Ave, Escondido, CA 92025",51,49,24
2647,"516 Mill Run, Dubuque, IA 52002",34,25,31
2648,"857 S Grant St, Denver, CO 80209",75,69,76
2649,"20 Pebble Beach Ct, Houston, TX 77064",29,0,34
2650,"County Road 4345, Bivins, TX 75555",0,0,0
2651,"2103 Sleepy Hollow Dr, Arlington, TX 76006",48,0,47
2652,"812 Rocky Point Dr, Camano Island, WA 98282",4,0,0
2653,"201 Washington St, Marne, IA 51552",14,0,17
2654,"13285 Deer Canyon Pl, San Diego, CA 92129",49,0,50
2655,"Plan 3 Plan, Marea",0,100,0
2656,"10715 SE 232nd St, Kent, WA 98031",56,36,37
2657,"5573 Hannegan Rd, Bellingham, WA 98226",0,0,25
2658,"7430 Summerhill Ln, Victor, NY 14564",1,0,18
2659,"4777 R Dr, Washougal, WA 98671",5,0,21
2660,"2901 Ocean St UNIT 1N, Carlsbad, CA 92008",82,34,0
2661,"1212 Curtiss Ave, San Jose, CA 95125",86,47,89
2662,"1004 N Ash St, Escondido, CA 92027",47,33,0
2663,"4023 S Bates Rd, Spokane Valley, WA 99206",24,22,40
2664,"2103 Oak Creek St, San Antonio, TX 78232",16,16,26
2665,"351 Westchester Blvd, Buffalo, NY 14217",55,36,0
2666,"7901 E 14th Ave, Denver, CO 80220",69,53,66
2667,"60 Conlon Rd, Roosevelt, NY 11575",38,0,44
2668,"604 Randall Dr, Solon, IA 52333",7,0,17
2669,"6746 Blue Point Dr, Carlsbad, CA 92011",25,8,0
2670,"1177 Anderson Ave APT 6E, Bronx, NY 10452",94,93,68
2671,"7 Harrison St APT 25, Seattle, WA 98109",96,72,81
2672,"1370 Este Vista Ct, Encinitas, CA 92024",5,0,13
2673,"426 S Garfield Ave, Burlington, IA 52601",62,14,44
2674,"6572 SE Sunsplash Dr, Pleasant Hill, IA 50327",0,0,25
2675,"Plan 2 Plan, Marea",0,100,0
2676,"121 Rainier St, San Jose, CA 95126",91,68,72
2677,"1008 Anacortes Ave NE, Renton, WA 98059",51,36,48
2678,"125 S Lowell Blvd, Denver, CO 80219",76,41,71
2679,"837 S 47th St, San Diego, CA 92113",65,49,34
2680,"1419 W 39th St, Davenport, IA 52806",48,0,0
2681,"1 Rolling Meadow Ln, Northport, NY 11768",0,0,11
2682,"5269 Wildlife Acres Ln, Sedro Woolley, WA 98284",0,0,6
2683,"1062 Bangor St, San Diego, CA 92106",66,28,36
2684,"13312 S Valley Chapel Rd, Valleyford, WA 99036",0,0,13
2685,"14952 Stonebridge Rd #0, Escondido, CA 92027",0,0,0
2686,"91 Carson Ave, Newburgh, NY 12550",81,0,0
2687,"1535 SE 8th Ave, Camas, WA 98607",33,0,47
2688,"205 Breeze Point, Fischer, TX 78623",0,0,0
2689,"2913 S Union St, Des Moines, IA 50315",31,31,17
2690,"7210 Calle Cristobal UNIT 4, San Diego, CA 92126",48,33,67
2691,"3534 Mission Mesa Way, San Diego, CA 92120",25,0,24
2692,"502 Cochran Ave, San Diego, CA 92154",50,43,53
2693,"418 Diver Poin, San Antonio, TX 78253",26,17,46
2694,"601 S O St, Indianola, IA 50125",37,0,0
2695,"45 Paul Dr, Mastic, NY 11950",53,0,46
2696,"4406 Paige Dr, Caddo Mills, TX 75135",0,0,28
2697,"23 Glenview Ave, Northport, NY 11768",7,0,25
2698,"2239 Canal Dr, Bay City, TX 77414",0,0,24
2699,"3280 Zander Ln, Dexter, IA 50070",0,0,2
2700,"3188 Glacier Ln, Camano Island, WA 98282",1,0,22
2701,"322 E Johnston Ave, Kingsville, TX 78363",67,0,52
2702,"4801 Diane Ave, San Diego, CA 92117",48,41,43
2703,"1221 Minor Ave APT 604, Seattle, WA 98101",98,100,86
2704,"1520 Center St, Des Moines, IA 50314",0,0,0
2705,"223 5th Ave N, Algona, WA 98001",37,0,53
2706,"26357 Crescendo Dr, Escondido, CA 92026",7,0,11
2707,"2725 3rd Ave, Marion, IA 52302",55,0,48
2708,"3819 Skyline Rd, Carlsbad, CA 92008",15,30,0
2709,"81 Eckhert St, Buffalo, NY 14207",59,45,56
2710,"6284 S31 Hwy, Hartford, IA 50118",0,0,6
2711,"15189 Doris St, Anacortes, WA 98221",5,0,12
2712,"800 New Concord Rd, East Chatham, NY 12060",0,0,2
2713,"215 S Knox Ct, Denver, CO 80219",77,46,61
2714,"18303 29th St SW, Lakebay, WA 98349",0,0,7
2715,"15000 Oakvale Rd, Escondido, CA 92027",1,0,0
2716,"8898 Trailridge Ave, Santee, CA 92071",1,0,0
2717,"602 Morningside, Bullard, TX 75757",36,0,40
2718,"5981 Main St, Buffalo, NY 14221",51,0,42
2719,"15907 Red Willow Dr, Houston, TX 77084",44,0,57
2720,"15657 123rd Ave SE, Renton, WA 98058",13,25,38
2721,"7523 Abbey Point Ln, Houston, TX 77049",3,0,0
2722,"36 Edwards Rd, Mastic Beach, NY 11951",36,0,0
2723,"7423 Chambers Ln W, University Place, WA 98467",16,0,31
2724,"3106 E 17th Ave, Denver, CO 80206",76,52,97
2725,"Sleepy Meadow Dr UNIT 7A, Bridgeport, TX 76426",0,0,19
2726,"1627 Main St, Adel, IA 50003",37,0,59
2727,"675 S Newton St, Denver, CO 80219",59,42,63
2728,"317 Camellia Dr, Corpus Christi, TX 78404",58,31,45
2729,"33 Mallard Dr, Rexford, NY 12148",6,0,0
2730,"Plan 1Y Plan, Marquee",0,0,0
2731,"272 Bonita Ave, San Jose, CA 95116",64,50,62
2732,"17 Benton Ave E, Albia, IA 52531",67,0,50
2733,"26 Oak Ave, Hempstead, NY 11550",71,43,60
2734,"2108 3rd Ave #6, San Diego, CA 92101",87,0,0
2735,"6049 Madra Ave, San Diego, CA 92120",15,37,9
2736,"123 Belair Rd, Staten Island, NY 10305",0,68,0
2737,"5033 N Liverpool St, Denver, CO 80249",1,35,50
2738,"10 S Reynolds St, Scotia, NY 12302",78,0,65
2739,"1080 Park Blvd UNIT 807, San Diego, CA 92101",99,80,84
2740,"8017 NE 104th Ave, Vancouver, WA 98662",28,26,61
2741,"7700 W Grant Ranch Blvd APT 10B, Denver, CO 80123",41,37,35
2742,"7149 Galewood St, San Diego, CA 92120",14,27,23
2743,"3303 Nottingham St, Houston, TX 77005",63,0,50
2744,"39605 N Hatch Rd, Deer Park, WA 99006",0,0,25
2745,"2652 Seashore Dr, Seabrook, TX 77586",13,0,0
2746,"6535 Belle Glade Ave, San Diego, CA 92119",24,22,51
2747,"7777 E 23rd Ave UNIT 804, Denver, CO 80238",68,46,85
2748,"6019 Winsome Ln APT 5, Houston, TX 77057",75,50,60
2749,"6547 Littlerock Rd SW, Olympia, WA 98512",33,30,0
2750,"616 N Bluff Blvd, Clinton, IA 52732",47,24,11
2751,"3220 N Fillmore St, Denver, CO 80205",66,43,90
2752,"1066 Irving St, Denver, CO 80204",63,58,93
2753,"21141 SE 278th Way, Maple Valley, WA 98038",13,0,0
2754,"1510 Broadview Ct, Ely, IA 52227",34,0,49
2755,"3762 Arnold Ave APT 5, San Diego, CA 92104",88,55,63
2756,"1302 Maria Way, San Jose, CA 95117",41,39,64
2757,"924 2nd St NW, Waukon, IA 52172",21,0,20
2758,"155 15th St UNIT 25, Del Mar, CA 92014",62,0,40
2759,"2778 Mission Village Dr, San Diego, CA 92123",53,24,45
2760,"6720 Oakwood Pl, Arlington, WA 98223",6,0,36
2761,"523 N Vulcan Ave SPACE 5, Encinitas, CA 92024",65,31,58
2762,"1084 Cotton Wood Ct, San Jose, CA 95131",23,40,54
2763,"900 Howard Ave SPACE 47, Escondido, CA 92029",58,26,45
2764,"7114 Cottington Ln, San Diego, CA 92139",48,35,33
2765,"645 S Alton Way APT 12D, Denver, CO 80247",26,36,49
2766,"1539 Arata Ct, San Jose, CA 95125",53,53,83
2767,"143A Hammond Rd, Centereach, NY 11720",3,0,0
2768,"22651 Bolanzo Ln, New Caney, TX 77357",7,0,27
2769,"5126 Hawley Blvd, San Diego, CA 92116",53,41,34
2770,"275/39 Owens Rd, Brockport, NY 14420",0,0,0
2771,"1865 S Vrain St, Denver, CO 80219",53,0,74
2772,"760 W Asbury Ave, Denver, CO 80223",43,65,80
2773,"1219 McGeary Rd, Escondido, CA 92026",2,0,1
2774,"3602 Highland Ave, San Diego, CA 92105",84,48,51
2775,"1833 N Williams St APT 405, Denver, CO 80218",81,54,99
2776,"1500 S Grandview Ave, Dubuque, IA 52003",8,19,43
2777,"1063 Anderson Ave, Bronx, NY 10452",95,91,68
2778,"8060 E Girard Ave APT 216, Denver, CO 80231",68,42,71
2779,"Reagan Plan, Painted Woods West",0,0,11
2780,"2785 S Bascom Ave APT 50, Campbell, CA 95008",76,43,77
2781,"567 Menker Ave, San Jose, CA 95128",62,49,65
2782,"4136 Hickory Ln, Sioux City, IA 51106",45,24,33
2783,"Treviso 4 Plan, Treviso",99,0,0
2784,"345 Fillmore St APT 301, Denver, CO 80206",93,43,81
2785,"2530 Lawrence St #RA206, Denver, CO 80205",93,75,97
2786,"1117 Wier St, Muscatine, IA 52761",8,19,26
2787,"27 Liber Blvd, Farmingville, NY 11738",45,0,39
2788,"1683 El Paso Real, La Jolla, CA 92037",15,0,17
2789,"57 Engert Ave APT 1, Brooklyn, NY 11222",98,71,84
2790,"1601 Fairview Ave #53, Wenatchee, WA 98801",21,0,31
2791,"700 W East St UNIT 1804, San Diego, CA 92101",91,80,82
2792,"138 Aspen Dr, Norwalk, IA 50211",21,0,25
2793,"1202 131st Street Ct E, Tacoma, WA 98445",16,0,0
2794,"415 S Gulf St, Port Aransas, TX 78373",64,0,51
2795,"6248 Camino Corto, San Diego, CA 92120",8,26,5
2796,"1624 N Coast Hwy N #101-23, Encinitas, CA 92024",32,22,47
2797,"2990 Rancho Del Sol, Escondido, CA 92025",0,6,0
2798,"0 Cosoy Way, San Diego, CA 92103",72,69,51
2799,"22769 SE 27th St, Sammamish, WA 98075",53,0,0
2800,"7644 Conestoga Way, San Diego, CA 92120",40,18,18
2801,"5010 Northwest Dr, Bellingham, WA 98226",3,21,0
2802,"1595 Pomona Ave, San Jose, CA 95110",71,53,80
2803,"5171 Mariner Dr, San Diego, CA 92154",13,27,8
2804,"280 Tradewinds Dr APT 3, San Jose, CA 95123",61,46,55
2805,"3072 Madrid St, San Diego, CA 92110",84,54,61
2806,"37 Moon Ave, Flanders, NY 11901",4,0,26
2807,"2028 7th Ave, Council Bluffs, IA 51501",58,0,0
2808,"601 Maple St, Anita, IA 50020",41,0,29
2809,"12787 Cijon St, San Diego, CA 92129",41,29,17
2810,"1809 Central Ave, Northwood, IA 50459",28,0,37
2811,"701 S Race St, Denver, CO 80209",66,38,77
2812,"820 N Humboldt St APT 5, Denver, CO 80218",78,45,97
2813,"4311 Botticelli Dr, San Jose, CA 95135",57,23,48
2814,"14523 Arroyo Hondo, San Diego, CA 92127",12,0,27
2815,"3132 31st St, San Diego, CA 92104",82,41,57
2816,"2910 Pontiac St, Denver, CO 80207",76,48,97
2817,"8350 Ep True Pkwy UNIT 1308, West Des Moines, IA 50266",12,0,30
2818,"167 Lancaster St, Albany, NY 12210",96,69,56
2819,"3301 Spa St, San Diego, CA 92105",37,48,16
2820,"14404 448th Ave SE, North Bend, WA 98045",4,0,0
2821,"218 Coolwater Dr, San Diego, CA 92114",62,41,46
2822,"5410 E Dakota Ave, Denver, CO 80246",83,45,69
2823,"31837 50th Pl S, Auburn, WA 98001",8,23,0
2824,"317 5th Ave NW, Fort Dodge, IA 50501",10,18,22
2825,"1162 N Kearney St UNIT B, Denver, CO 80220",86,52,78
2826,"6937-39 Saranac St, San Diego, CA 92115",81,45,74
2827,"805 NE 108th St, Vancouver, WA 98685",45,29,53
2828,"1035 San Dieguito Dr, Encinitas, CA 92024",78,35,39
2829,"3100 W 7th St APT 704, Fort Worth, TX 76107",86,42,61
2830,"5106 Rio Grande Ave, Midland, TX 79707",24,0,0
2831,"1656 N Franklin St APT 2, Denver, CO 80218",91,57,96
2832,"1100 Greenview St, Kelley, IA 50134",0,0,32
2833,"164 S Cherokee St, Denver, CO 80223",87,64,92
2834,"486 Marble Arch Ave, San Jose, CA 95136",49,46,24
2835,"2591 Holly St, Denver, CO 80207",60,43,86
2836,"32 Wanda Ave, Buffalo, NY 14211",56,44,0
2837,"105 Mangano Cir, Encinitas, CA 92024",68,37,38
2838,"1206 E Monroe St, Mount Ayr, IA 50854",21,0,18
2839,"20814 129th Ave E, Graham, WA 98338",0,0,29
2840,"92 N 6th St, San Jose, CA 95112",92,0,89
2841,"3055 Ivy St UNIT 5, San Diego, CA 92104",83,32,68
2842,"1414 McQuesten Dr APT D, San Jose, CA 95122",31,45,47
2843,"510 S Ivy St, Escondido, CA 92025",70,43,0
2844,"134 La Lomita Dr, Escondido, CA 92026",46,25,0
2845,"8922 345th Street Ct S, Roy, WA 98580",20,0,0
2846,"2385 S Kirkwood Ct, Denver, CO 80222",64,50,76
2847,"2819 W 53rd Ave #101, Denver, CO 80221",44,39,44
2848,"573 S Washington St, Denver, CO 80209",75,61,91
2849,"6006 Enchantment, San Antonio, TX 78218",16,30,35
2850,"2151 Oakland Rd SPACE 501, San Jose, CA 95131",25,41,51
2851,"235 Adams St APT 6B, Brooklyn, NY 11201",97,100,84
2852,"1050 E Washington Ave UNIT 53, Escondido, CA 92025",83,36,69
2853,"2058 N Fm 356, Onalaska, TX 77360",5,0,28
2854,"360 Good Pl, Allyn, WA 98524",34,0,28
2855,"211 NW 7th St, Battle Ground, WA 98604",37,0,0
2856,"18003 Chieftain Ct, San Diego, CA 92127",14,21,20
2857,"3721 Yvette Way, Carlsbad, CA 92008",44,24,50
2858,"4810 Scenic Dr, Yakima, WA 98908",6,27,4
2859,"1000 Cabin Creek Ln SW APT B305, Issaquah, WA 98027",23,0,14
2860,"5655 Sun Valley Dr, Asbury, IA 52002",13,0,0
2861,"367 Sawtelle Ave, San Diego, CA 92114",43,40,38
2862,"1206/08 Keltys St, Lufkin, TX 75904",0,0,0
2863,"1588 Hawken Dr, San Diego, CA 92154",7,30,3
2864,"13520 115th Ave NE, Kirkland, WA 98034",36,44,40
2865,"3339 S Galena Ct, Denver, CO 80231",29,40,64
2866,"10127 Lake Meadow Ln, Escondido, CA 92026",9,0,3
2867,"137 Hillsdale Ave, Syracuse, NY 13206",69,38,49
2868,"Plan 1 Plan, Solmar",0,0,0
2869,"1130 N Pennsylvania St APT 307, Denver, CO 80203",93,70,99
2870,"461 Millpond Dr, San Jose, CA 95125",37,46,34
2871,"3442 S Patton Way, Denver, CO 80236",31,39,65
2872,"102 Azucar Ave, San Jose, CA 95111",55,34,56
2873,"6302 50th St, San Diego, CA 92120",42,40,31
2874,"5954 Rancho Mission Rd UNIT 189, San Diego, CA 92108",40,45,43
2875,"1500 Virginia Pl SPACE 106, San Jose, CA 95116",44,50,51
2876,"30833 3rd Pl S, Federal Way, WA 98003",28,30,0
2877,"8820 Taline Cir, Austin, TX 78748",34,49,57
2878,"4631 Capay Dr UNIT 4, San Jose, CA 95118",43,29,53
2879,"3699 Acacia St, San Diego, CA 92113",54,47,48
2880,"No Address Old Lantern Ln #136, Escondido, CA 92026",4,0,1
2881,"250 Chelsea Ave, West Babylon, NY 11704",41,0,41
2882,"Maple Plan, Quail Run",77,69,0
2883,"1440 Eudora St, Denver, CO 80220",80,53,73
2884,"4580 Point Loma Ave #82, San Diego, CA 92107",78,29,48
2885,"1613 98th Avenue Ct E, Edgewood, WA 98371",34,0,32
2886,"710 N Proctor St, Tacoma, WA 98406",74,0,66
2887,"2901 30th Ave SE, Olympia, WA 98501",17,22,0
2888,"3090 Empoli St UNIT 2, San Jose, CA 95136",36,36,12
2889,"202 N Linn St #204, Iowa City, IA 52245",92,56,88
2890,"0 N Elk Chattaroy Rd #A, Elk, WA 99009",0,0,25
2891,"3315 Lilac Smt, Encinitas, CA 92024",1,0,0
2892,"1080 Park Blvd UNIT 1406, San Diego, CA 92101",99,80,84
2893,"1755 S Garfield St, Denver, CO 80210",87,56,62
2894,"3448 Akron Ct, Denver, CO 80238",17,49,67
2895,"100 Riverview Ter, Smithtown, NY 11787",0,0,0
2896,"10214 NE 102nd St, Vancouver, WA 98662",68,0,0
2897,"95 5th Ave, Saratoga Springs, NY 12866",33,28,44
2898,"6006 Secret Shrs, San Antonio, TX 78244",28,29,30
2899,"1840 NW 72nd Pl, Ankeny, IA 50023",1,0,21
2900,"8124 N 55th St, McAllen, TX 78504",3,0,36
2901,"395 Carlsbad Village Dr #X, Carlsbad, CA 92008",95,36,77
2902,"723-723 S Tulip St #25, Escondido, CA 92025",62,45,28
2903,"4-4A Branding Iron Rd #17, Huntsville, TX 77340",0,0,0
2904,"2740 Boston Ave, Des Moines, IA 50310",46,35,46
2905,"623 Sumner St, Waterloo, IA 50703",27,23,32
2906,"8911 NE Burton Rd, Vancouver, WA 98662",27,32,57
2907,"7 Aspen Gate, Manhasset, NY 11030",19,0,15
2908,"4532 Sand Dollar St, Bremerton, WA 98312",25,30,24
2909,"34 Harbor View Dr, East Hampton, NY 11937",2,0,26
2910,"1717 E 27th St, Des Moines, IA 50317",53,31,44
2911,"4280 King St, Denver, CO 80211",78,39,85
2912,"2108 53rd St, Des Moines, IA 50310",57,23,56
2913,"221 W Pearl St, Granbury, TX 76048",64,0,0
2914,"8658 New Salem St UNIT 58, San Diego, CA 92126",73,33,63
2915,"3623 E 27th Ave, Spokane, WA 99223",47,35,39
2916,"8454 Aries Rd, San Diego, CA 92126",39,25,68
2917,"2330 Samaritan Pl APT 3, San Jose, CA 95124",50,37,50
2918,"245 Pinecrest Ave, Escondido, CA 92025",32,22,14
2919,"Plan 3 Plan, Palmer at 3 Roots",28,12,20
2920,"7944 Lusardi Creek Ln, San Diego, CA 92127",1,0,39
2921,"825 Blue Heron, Aubrey, TX 76227",30,0,38
2922,"802 N Pine St, Tacoma, WA 98406",79,0,68
2923,"205 N Buckboard, Liberty Hill, TX 78642",4,0,0
2924,"8 Caterham Ln, Setauket, NY 11733",11,0,45
2925,"2405 Galveston St, San Diego, CA 92110",53,29,34
2926,"15 Bayberry Rd, Elmsford, NY 10523",33,0,0
2927,"849 Violet Ave, Hyde Park, NY 12538",32,0,36
2928,"3032 W 25th Ave, Denver, CO 80211",81,50,87
2929,"1128 S Atticus St, West Des Moines, IA 50266",1,0,19
2930,"2986 Hales Passage Dr, Lummi Island, WA 98262",0,0,18
2931,"935 N Pennsylvania St APT 10, Denver, CO 80203",94,51,94
2932,"5507 Trosper Lake St SW, Olympia, WA 98512",14,22,0
2933,"4232 Jason St #2, Denver, CO 80211",0,0,0
2934,"311 Rakov Rd, Maybrook, NY 12543",10,0,0
2935,"6986 Jennifer Ct, Niagara Falls, NY 14304",22,0,0
2936,"41 E Susan Ct, Union, WA 98592",0,0,15
2937,"913 Lakeview Dr, Richardson, TX 75080",35,32,49
2938,"3524 Wilshire Ter, San Diego, CA 92104",77,53,47
2939,"1415 N Fielder Rd, Arlington, TX 76012",38,0,38
2940,"3106 Spring Valley Rd, Dubuque, IA 52001",10,23,16
2941,"202 Bahia Ct, San Jose, CA 95119",47,44,48
2942,"2077 S Milwaukee St, Denver, CO 80210",62,49,82
2943,"1 M Ave, Grundy Center, IA 50638",13,0,29
2944,"4423 Stephanie Park Ln, Conroe, TX 77304",0,0,29
2945,"4630 Mount Longs Dr, San Diego, CA 92117",47,40,47
2946,"4371 N Talmadge Dr, San Diego, CA 92116",60,45,31
2947,"5250 Highline Pl, Denver, CO 80222",53,54,71
2948,"3916 Riviera Dr UNIT 508, San Diego, CA 92109",62,41,68
2949,"114 C Chisholm, Blanco, TX 78606",0,0,19
2950,"247 S Lafayette St, Denver, CO 80209",63,45,89
2951,"835-835 Country Club Dr #39, Escondido, CA 92029",0,0,0
2952,"6720 Wildbloom Ct, Sioux City, IA 51106",0,0,8
2953,"121 W 8th Ave, Escondido, CA 92025",72,45,0
2954,"536 Saxony Rd, Encinitas, CA 92024",34,29,29
2955,"92-21 218th Pl, Queens Village, NY 11428",79,70,56
2956,"2330 Samaritan Pl APT 3, San Jose, CA 95124",50,37,50
2957,"13717 Admiralty Way #F4, Lynnwood, WA 98087",32,41,39
2958,"84 Keeneland Ct, Pleasant Hill, IA 50327",17,0,27
2959,"1225 3rd Ave N, Clinton, IA 52732",16,23,20
